1,0.405
2,0.515
3,0.585
4,0.625
5,0.655
6,0.665
7,0.675
8,0.675
9,0.685
10,0.7
11,0.705
12,0.72
13,0.72
14,0.72
15,0.725
16,0.725
17,0.73
18,0.73
19,0.735
20,0.735
21,0.75
22,0.75
23,0.75
24,0.75
25,0.75
26,0.76
27,0.76
28,0.765
29,0.77
30,0.775
31,0.775
32,0.775
33,0.78
34,0.78
35,0.78
36,0.78
37,0.78
38,0.78
39,0.78
40,0.78
41,0.785
42,0.785
43,0.79
44,0.79
45,0.8
46,0.8
47,0.8
48,0.8
49,0.8
50,0.8
51,0.8
52,0.8
53,0.8
54,0.8
55,0.8
56,0.8
57,0.8
58,0.8
59,0.8
60,0.8
61,0.8
62,0.8
63,0.8
64,0.8
65,0.8
66,0.8
67,0.8
68,0.8
69,0.8
70,0.805
71,0.805
72,0.805
73,0.805
74,0.805
75,0.805
76,0.805
77,0.805
78,0.805
79,0.805
80,0.805
81,0.805
82,0.805
83,0.805
84,0.805
85,0.805
86,0.805
87,0.805
88,0.805
89,0.81
90,0.815
91,0.815
92,0.82
93,0.82
94,0.82
95,0.82
96,0.825
97,0.825
98,0.83
99,0.83
100,0.83
